cScore,merged_col
medium,"5 Bigha Agricultural Land is available for Rent in Runkata road, Agra for 60,000 5 Bigha Agricultural Land is available for Rent in Runkata road, Agra for 60,000"
medium,"30000 Sq-ft Agricultural Land is available for Rent in Patholi, Agra for 60,000 30000 Sq-ft Agricultural Land is available for Rent in Patholi, Agra for 60,000"
medium,"Agricultural land is available for rent. It has plot area of 3 bigha, it is a good location property 3 Bigha Agricultural Land is available for Rent in Tragad, Ahmedabad for 8.40 Lac(s)"
medium,"Agricultural land is available for rent. It has plot area of 5880 sq-ft, it is a good location prope 5880 Sq-ft Agricultural Land is available for Rent in Lakshmanpura, Ahmedabad for 1.0 Lac(s)"
medium,"4000 Sq-yrd Agricultural Land is available for Rent in Bhadaj, Ahmedabad for 1.0 Lac(s) 4000 Sq-yrd Agricultural Land is available for Rent in Bhadaj, Ahmedabad for 1.0 Lac(s)"
medium,"Property is available for Lease 8 Acre Agricultural Land is available for Rent in Malakhera, Alwar "
medium,"30 Bigha Agricultural Land is available for Rent in Behror, Alwar  30 Bigha Agricultural Land is available for Rent in Behror, Alwar "
medium,"agriculture land 54 Guntha Agricultural Land is available for Rent in , Anand for 8,000"
medium,"56 Hectare Agricultural Land is available for Rent in Nanpara, Bahraich for 2.80 Lac(s) 56 Hectare Agricultural Land is available for Rent in Nanpara, Bahraich for 2.80 Lac(s)"
medium,"52000 Sq-ft Agricultural Land is available for Rent in Devanahalli, Bangalore for 2.50 Lac(s) 52000 Sq-ft Agricultural Land is available for Rent in Devanahalli, Bangalore for 2.50 Lac(s)"
high,"Land for rent, siddapura1 acre , 15 ft road, ideal for sports club , kinder garden, pickleball, bts  1 Acre Agricultural Land is available for Rent in Siddapura, Bangalore for 8.71 Lac(s)"
medium,"2 Acre Agricultural Land is available for Rent in Mada Patna, Bangalore for 25,000 2 Acre Agricultural Land is available for Rent in Mada Patna, Bangalore for 25,000"
medium,"121000 Sq-ft Agricultural Land is available for Rent in Hirandahalli, Bangalore for 7.26 Lac(s) 121000 Sq-ft Agricultural Land is available for Rent in Hirandahalli, Bangalore for 7.26 Lac(s)"
medium,"170000 Sq-ft Agricultural Land is available for Rent in Anekal Main Road, Bangalore for 35.0 Lac(s) 170000 Sq-ft Agricultural Land is available for Rent in Anekal Main Road, Bangalore for 35.0 Lac(s)"
medium,"25959 Sq-ft Agricultural Land is available for Rent in Hoskote, Bangalore for 85,000 25959 Sq-ft Agricultural Land is available for Rent in Hoskote, Bangalore for 85,000"
medium,"available vacant land for rent or lease near sarjapura Infosys campus back side contact no  75501397 1 Acre Agricultural Land is available for Rent in Chichuraganapalli Thindlu Road, Bangalore for 1.50 Lac(s)"
medium,"6 Acre Agricultural Land is available for Rent in Sarjapura, Bangalore for 3.0 Lac(s) 6 Acre Agricultural Land is available for Rent in Sarjapura, Bangalore for 3.0 Lac(s)"
medium,"120 Guntha Agricultural Land is available for Rent in , Bangalore for 1.0 Lac(s) 120 Guntha Agricultural Land is available for Rent in , Bangalore for 1.0 Lac(s)"
medium,"2 Acre Agricultural Land is available for Rent in Gopalapura Kukkanahalli, Bangalore for 2.93 Lac(s) 2 Acre Agricultural Land is available for Rent in Gopalapura Kukkanahalli, Bangalore for 2.93 Lac(s)"
medium,"43000 Sq-ft Agricultural Land is available for Rent in Sarjapura, Bangalore for 19.35 Lac(s) 43000 Sq-ft Agricultural Land is available for Rent in Sarjapura, Bangalore for 19.35 Lac(s)"
medium,"1200 Sq-ft Agricultural Land is available for Rent in Avalahalli, Bangalore for 65,000 1200 Sq-ft Agricultural Land is available for Rent in Avalahalli, Bangalore for 65,000"
medium,"20 Guntha Agricultural Land is available for Rent in Yamare Village, Bangalore for 1.0 Lac(s) 20 Guntha Agricultural Land is available for Rent in Yamare Village, Bangalore for 1.0 Lac(s)"
medium,"Agricultural land is available for rent. It has plot area of 20000 sq-ft, it is a good location prop 20000 Sq-ft Agricultural Land is available for Rent in Shetty halli, Bangalore for 40,000"
medium,"24 Guntha Agricultural Land is available for Rent in Hesaraghatta, Bangalore for 24,000 24 Guntha Agricultural Land is available for Rent in Hesaraghatta, Bangalore for 24,000"
medium,"IVC road attached 2 acres property, Rs 10 square feet 2 Acre Agricultural Land is available for Rent in IVC Road, Bangalore for 8.0 Lac(s)"
